run	-(I(V1)+I(V3))
1.980000000000000e+002	3.569898e-009
1.990000000000000e+002	5.260064e-009
2.000000000000000e+002	7.536816e-009
2.010000000000000e+002	1.612314e-009
2.020000000000000e+002	1.352298e-008
2.030000000000000e+002	8.386823e-010
2.040000000000000e+002	4.076923e-009
2.050000000000000e+002	6.058392e-010
2.060000000000000e+002	1.594137e-009
2.070000000000000e+002	3.263205e-009
2.080000000000000e+002	1.972929e-008
2.090000000000000e+002	6.379623e-009
2.100000000000000e+002	4.364907e-009
2.110000000000000e+002	1.593063e-009
2.120000000000000e+002	1.558825e-008
2.130000000000000e+002	8.422677e-009
2.140000000000000e+002	2.976621e-009
2.150000000000000e+002	1.802891e-010
2.160000000000000e+002	8.186154e-009
2.170000000000000e+002	2.186632e-009
2.180000000000000e+002	1.201205e-009
2.190000000000000e+002	6.962237e-009
2.200000000000000e+002	3.354926e-009
2.210000000000000e+002	9.699350e-010
2.220000000000000e+002	1.055435e-009
2.230000000000000e+002	1.668639e-010
2.240000000000000e+002	7.587165e-010
2.250000000000000e+002	1.552659e-009
2.260000000000000e+002	9.400855e-009
2.270000000000000e+002	5.014841e-009
2.280000000000000e+002	2.219063e-009
2.290000000000000e+002	2.039295e-008
2.300000000000000e+002	4.094397e-009
2.310000000000000e+002	1.587383e-009
2.320000000000000e+002	7.036419e-010
2.330000000000000e+002	3.522378e-009
2.340000000000000e+002	2.098577e-009
2.350000000000000e+002	3.700155e-009
2.360000000000000e+002	1.240053e-008
2.370000000000000e+002	9.894450e-010
2.380000000000000e+002	5.312109e-008
2.390000000000000e+002	1.418000e-009
2.400000000000000e+002	4.136360e-009
2.410000000000000e+002	2.240044e-009
2.420000000000000e+002	1.323983e-008
2.430000000000000e+002	1.226501e-009
2.440000000000000e+002	1.281950e-008
2.450000000000000e+002	4.409646e-009
2.460000000000000e+002	1.206613e-008
2.470000000000000e+002	5.399547e-009
2.480000000000000e+002	6.164625e-010
2.490000000000000e+002	1.604008e-009
2.500000000000000e+002	8.615910e-010
2.510000000000000e+002	2.056430e-009
2.520000000000000e+002	5.111157e-009
2.530000000000000e+002	1.786388e-008
2.540000000000000e+002	3.751025e-009
2.550000000000000e+002	2.306301e-010
2.560000000000000e+002	1.884386e-008
2.570000000000000e+002	1.757878e-009
2.580000000000000e+002	9.324258e-009
2.590000000000000e+002	2.040245e-009
2.600000000000000e+002	1.049054e-008
2.610000000000000e+002	4.005421e-009
2.620000000000000e+002	1.535085e-009
2.630000000000000e+002	3.921082e-010
2.640000000000000e+002	1.280558e-009
2.650000000000000e+002	5.160587e-009
2.660000000000000e+002	2.506974e-009
2.670000000000000e+002	1.446036e-009
2.680000000000000e+002	7.132094e-009
2.690000000000000e+002	1.140983e-009
2.700000000000000e+002	3.995559e-009
2.710000000000000e+002	7.177594e-009
2.720000000000000e+002	4.466711e-009
2.730000000000000e+002	1.974642e-009
2.740000000000000e+002	3.081366e-010
2.750000000000000e+002	4.887667e-010
2.760000000000000e+002	4.480254e-010
2.770000000000000e+002	5.096349e-010
2.780000000000000e+002	2.139575e-009
2.790000000000000e+002	1.748366e-009
2.800000000000000e+002	9.045347e-010
2.810000000000000e+002	2.553340e-009
2.820000000000000e+002	1.086084e-009
2.830000000000000e+002	1.854524e-008
2.840000000000000e+002	2.233077e-010
2.850000000000000e+002	6.383710e-009
2.860000000000000e+002	1.524099e-009
2.870000000000000e+002	2.191531e-009
2.880000000000000e+002	3.398288e-009
2.890000000000000e+002	6.696475e-010
2.900000000000000e+002	2.127713e-009
2.910000000000000e+002	1.272036e-008
2.920000000000000e+002	5.461241e-010
2.930000000000000e+002	7.813013e-010
2.940000000000000e+002	1.864355e-009
2.950000000000000e+002	2.996920e-008
2.960000000000000e+002	7.059009e-010
2.970000000000000e+002	2.477246e-009
2.980000000000000e+002	2.592334e-009
2.990000000000000e+002	3.556999e-009
3.000000000000000e+002	5.357259e-009
3.010000000000000e+002	9.154736e-010
3.020000000000000e+002	3.795586e-009
3.030000000000000e+002	2.483379e-009
3.040000000000000e+002	2.822801e-009
3.050000000000000e+002	6.401598e-009
3.060000000000000e+002	4.188414e-010
3.070000000000000e+002	3.384820e-010
3.080000000000000e+002	2.086055e-009
3.090000000000000e+002	4.587342e-009
3.100000000000000e+002	5.118290e-009
3.110000000000000e+002	7.533148e-009
3.120000000000000e+002	7.603872e-009
3.130000000000000e+002	2.562995e-009
3.140000000000000e+002	2.901147e-009
3.150000000000000e+002	8.639578e-009
3.160000000000000e+002	5.284372e-010
3.170000000000000e+002	2.339408e-009
3.180000000000000e+002	2.572827e-009
3.190000000000000e+002	4.544046e-010
3.200000000000000e+002	3.127729e-009
3.210000000000000e+002	3.216574e-009
3.220000000000000e+002	1.563809e-009
3.230000000000000e+002	2.399169e-009
3.240000000000000e+002	5.103094e-009
3.250000000000000e+002	7.790362e-009
3.260000000000000e+002	4.645443e-009
3.270000000000000e+002	2.945630e-009
3.280000000000000e+002	3.560176e-009
3.290000000000000e+002	3.195285e-009
3.300000000000000e+002	1.071737e-009
3.310000000000000e+002	2.162670e-008
3.320000000000000e+002	2.038051e-009
3.330000000000000e+002	5.879410e-009
3.340000000000000e+002	4.609026e-010
3.350000000000000e+002	4.126725e-009
3.360000000000000e+002	5.002166e-009
3.370000000000000e+002	2.264580e-009
3.380000000000000e+002	4.190102e-009
3.390000000000000e+002	1.029448e-009
3.400000000000000e+002	4.088898e-009
3.410000000000000e+002	8.953532e-009
3.420000000000000e+002	6.647967e-009
3.430000000000000e+002	2.520059e-009
3.440000000000000e+002	6.462041e-008
3.450000000000000e+002	8.606511e-010
3.460000000000000e+002	9.119207e-009
3.470000000000000e+002	5.074458e-009
3.480000000000000e+002	3.731161e-008
3.490000000000000e+002	4.995341e-010
3.500000000000000e+002	4.163662e-009
3.510000000000000e+002	4.689240e-009
3.520000000000000e+002	1.668217e-009
3.530000000000000e+002	2.366282e-009
3.540000000000000e+002	1.034018e-008
3.550000000000000e+002	1.854667e-009
3.560000000000000e+002	2.698059e-009
3.570000000000000e+002	1.417013e-008
3.580000000000000e+002	2.689554e-009
3.590000000000000e+002	2.201187e-010
3.600000000000000e+002	1.666761e-009
3.610000000000000e+002	7.725939e-010
3.620000000000000e+002	8.561783e-009
3.630000000000000e+002	4.368952e-009
3.640000000000000e+002	2.876643e-009
3.650000000000000e+002	5.954378e-010
3.660000000000000e+002	1.103165e-009
3.670000000000000e+002	1.245650e-008
3.680000000000000e+002	1.929959e-008
3.690000000000000e+002	6.902067e-009
3.700000000000000e+002	6.452215e-010
3.710000000000000e+002	1.633275e-009
3.720000000000000e+002	4.369447e-009
3.730000000000000e+002	4.423500e-010
3.740000000000000e+002	8.554820e-009
3.750000000000000e+002	1.583063e-009
3.760000000000000e+002	1.793020e-009
3.770000000000000e+002	1.150869e-009
3.780000000000000e+002	7.441915e-009
3.790000000000000e+002	8.476589e-009
3.800000000000000e+002	3.464152e-009
3.810000000000000e+002	1.396383e-009
3.820000000000000e+002	1.724468e-009
3.830000000000000e+002	3.853613e-009
3.840000000000000e+002	1.374824e-009
3.850000000000000e+002	6.003051e-010
3.860000000000000e+002	2.134247e-009
3.870000000000000e+002	1.054415e-008
3.880000000000000e+002	2.165568e-009
3.890000000000000e+002	6.214082e-009
3.900000000000000e+002	4.253879e-010
3.910000000000000e+002	5.182601e-010
3.920000000000000e+002	1.406638e-009
3.930000000000000e+002	5.199105e-010
3.940000000000000e+002	1.757506e-008
3.950000000000000e+002	6.538645e-009
3.960000000000000e+002	3.000068e-009
3.970000000000000e+002	5.582137e-010
3.980000000000000e+002	1.677831e-009
3.990000000000000e+002	2.545755e-010
4.000000000000000e+002	1.006022e-007
4.010000000000000e+002	3.706154e-009
4.020000000000000e+002	3.022227e-009
4.030000000000000e+002	6.917418e-010
4.040000000000000e+002	1.986410e-009
4.050000000000000e+002	1.533493e-009
4.060000000000000e+002	3.092706e-009
4.070000000000000e+002	1.193034e-009
4.080000000000000e+002	5.935357e-009
4.090000000000000e+002	3.255765e-009
4.100000000000000e+002	1.076101e-009
4.110000000000000e+002	7.873755e-010
4.120000000000000e+002	2.402256e-009
4.130000000000000e+002	3.789028e-010
4.140000000000000e+002	4.870241e-009
4.150000000000000e+002	7.501099e-010
4.160000000000000e+002	1.009750e-009
4.170000000000000e+002	2.318809e-010
4.180000000000000e+002	4.310654e-009
4.190000000000000e+002	3.209665e-008
4.200000000000000e+002	1.425626e-009
4.210000000000000e+002	4.434939e-010
4.220000000000000e+002	2.798163e-010
4.230000000000000e+002	7.584145e-009
4.240000000000000e+002	1.242888e-009
4.250000000000000e+002	3.302692e-009
4.260000000000000e+002	1.113018e-008
4.270000000000000e+002	2.908485e-008
4.280000000000000e+002	1.897208e-009
4.290000000000000e+002	1.332666e-009
4.300000000000000e+002	1.953235e-009
4.310000000000000e+002	1.718632e-008
4.320000000000000e+002	2.067466e-008
4.330000000000000e+002	8.127912e-010
4.340000000000000e+002	1.873226e-009
4.350000000000000e+002	7.785478e-009
4.360000000000000e+002	5.173074e-009
4.370000000000000e+002	2.075484e-009
4.380000000000000e+002	1.260804e-009
4.390000000000000e+002	1.386895e-009
4.400000000000000e+002	1.124383e-008
4.410000000000000e+002	6.142278e-010
4.420000000000000e+002	1.907410e-009
4.430000000000000e+002	3.273676e-009
4.440000000000000e+002	2.462919e-009
4.450000000000000e+002	2.427901e-009
4.460000000000000e+002	8.449544e-010
4.470000000000000e+002	4.008098e-010
4.480000000000000e+002	6.141647e-010
4.490000000000000e+002	8.432693e-009
4.500000000000000e+002	1.395406e-008
4.510000000000000e+002	7.322635e-010
4.520000000000000e+002	5.771865e-009
4.530000000000000e+002	9.856446e-009
4.540000000000000e+002	3.702708e-009
4.550000000000000e+002	2.260135e-009
4.560000000000000e+002	7.423475e-009
4.570000000000000e+002	1.091140e-008
4.580000000000000e+002	2.467639e-009
4.590000000000000e+002	2.811296e-010
4.600000000000000e+002	4.790679e-009
4.610000000000000e+002	9.555032e-009
4.620000000000000e+002	7.607714e-010
4.630000000000000e+002	2.073299e-010
4.640000000000000e+002	5.175811e-010
4.650000000000000e+002	1.275480e-009
4.660000000000000e+002	5.311881e-010
4.670000000000000e+002	7.358528e-010
4.680000000000000e+002	2.445471e-009
4.690000000000000e+002	6.140700e-010
4.700000000000000e+002	2.508029e-009
4.710000000000000e+002	3.634477e-009
4.720000000000000e+002	1.730456e-010
4.730000000000000e+002	5.534907e-009
4.740000000000000e+002	4.815600e-010
4.750000000000000e+002	1.645828e-009
4.760000000000000e+002	8.857107e-009
4.770000000000000e+002	1.415530e-009
4.780000000000000e+002	1.869119e-009
4.790000000000000e+002	1.245821e-009
4.800000000000000e+002	2.517116e-009
4.810000000000000e+002	8.626168e-009
4.820000000000000e+002	1.406581e-009
4.830000000000000e+002	5.531654e-008
4.840000000000000e+002	3.938727e-010
4.850000000000000e+002	3.859407e-009
4.860000000000000e+002	1.042845e-009
4.870000000000000e+002	4.685031e-009
4.880000000000000e+002	6.652744e-009
4.890000000000000e+002	1.146091e-008
4.900000000000000e+002	1.914253e-009
4.910000000000000e+002	1.088766e-009
4.920000000000000e+002	1.345946e-009
4.930000000000000e+002	1.723459e-008
4.940000000000000e+002	2.057523e-009
4.950000000000000e+002	4.942180e-009
4.960000000000000e+002	1.676305e-010
4.970000000000000e+002	4.370995e-010
4.980000000000000e+002	4.289027e-009
4.990000000000000e+002	2.964647e-009
5.000000000000000e+002	1.346566e-009
5.010000000000000e+002	1.003567e-009
5.020000000000000e+002	6.703689e-009
5.030000000000000e+002	1.127631e-009
5.040000000000000e+002	1.568487e-010
5.050000000000000e+002	5.170493e-009
5.060000000000000e+002	2.453376e-009
5.070000000000000e+002	1.003740e-008
5.080000000000000e+002	9.074633e-009
5.090000000000000e+002	1.031755e-009
5.100000000000000e+002	5.989179e-009
5.110000000000000e+002	1.303159e-008
5.120000000000000e+002	3.382801e-009
5.130000000000000e+002	7.749538e-009
5.140000000000000e+002	1.594149e-009
5.150000000000000e+002	2.014483e-009
5.160000000000000e+002	2.853706e-009
5.170000000000000e+002	1.194912e-009
5.180000000000000e+002	2.619438e-009
5.190000000000000e+002	2.478047e-008
5.200000000000000e+002	1.811863e-009
5.210000000000000e+002	8.460156e-010
5.220000000000000e+002	4.155091e-008
5.230000000000000e+002	2.747515e-009
5.240000000000000e+002	1.343539e-008
5.250000000000000e+002	3.065319e-008
5.260000000000000e+002	4.111154e-009
5.270000000000000e+002	6.633120e-009
5.280000000000000e+002	1.695563e-009
5.290000000000000e+002	3.362222e-009
5.300000000000000e+002	7.356435e-009
5.310000000000000e+002	9.552799e-009
5.320000000000000e+002	1.421141e-009
5.330000000000000e+002	9.343605e-010
5.340000000000000e+002	1.475231e-009
5.350000000000000e+002	5.400154e-010
5.360000000000000e+002	3.247428e-009
5.370000000000000e+002	2.831356e-009
5.380000000000000e+002	4.501698e-009
5.390000000000000e+002	1.524021e-008
5.400000000000000e+002	5.256483e-009
5.410000000000000e+002	2.717349e-009
5.420000000000000e+002	1.800295e-009
5.430000000000000e+002	1.267131e-008
5.440000000000000e+002	5.472242e-009
5.450000000000000e+002	2.122569e-009
5.460000000000000e+002	9.473435e-009
5.470000000000000e+002	1.296260e-009
5.480000000000000e+002	2.708232e-008
5.490000000000000e+002	2.057909e-009
5.500000000000000e+002	3.722439e-010
5.510000000000000e+002	9.275025e-010
5.520000000000000e+002	6.260498e-009
5.530000000000000e+002	1.499259e-009
5.540000000000000e+002	2.520526e-009
5.550000000000000e+002	6.850865e-009
5.560000000000000e+002	1.064791e-008
5.570000000000000e+002	2.699549e-010
5.580000000000000e+002	2.986258e-009
5.590000000000000e+002	3.436486e-009
5.600000000000000e+002	8.177342e-010
5.610000000000000e+002	1.205146e-009
5.620000000000000e+002	2.060272e-009
5.630000000000000e+002	9.831560e-009
5.640000000000000e+002	7.218733e-010
5.650000000000000e+002	1.285484e-009
5.660000000000000e+002	2.553320e-009
5.670000000000000e+002	2.892749e-010
5.680000000000000e+002	2.765312e-009
5.690000000000000e+002	2.719560e-010
5.700000000000000e+002	2.197699e-009
5.710000000000000e+002	1.349261e-009
5.720000000000000e+002	2.149977e-009
5.730000000000000e+002	1.211155e-008
5.740000000000000e+002	1.555545e-009
5.750000000000000e+002	5.298952e-009
5.760000000000000e+002	3.500667e-008
5.770000000000000e+002	4.462542e-009
5.780000000000000e+002	5.904900e-009
5.790000000000000e+002	7.042271e-011
5.800000000000000e+002	2.242336e-009
5.810000000000000e+002	3.451134e-010
5.820000000000000e+002	1.347234e-009
5.830000000000000e+002	3.253645e-008
5.840000000000000e+002	2.201801e-009
5.850000000000000e+002	2.753439e-009
5.860000000000000e+002	4.243394e-009
5.870000000000000e+002	6.106805e-010
5.880000000000000e+002	4.378175e-009
5.890000000000000e+002	7.765643e-009
5.900000000000000e+002	9.858837e-010
5.910000000000000e+002	1.303523e-008
5.920000000000000e+002	4.639838e-010
5.930000000000000e+002	3.817943e-008
5.940000000000000e+002	3.243378e-010
5.950000000000000e+002	5.875695e-010
5.960000000000000e+002	6.532637e-010
5.970000000000000e+002	4.431095e-008
5.980000000000000e+002	8.706450e-010
5.990000000000000e+002	6.433779e-009
6.000000000000000e+002	2.275262e-010
6.010000000000000e+002	3.990290e-010
6.020000000000000e+002	6.105669e-009
6.030000000000000e+002	2.292842e-010
6.040000000000000e+002	1.031098e-008
6.050000000000000e+002	5.080341e-010
6.060000000000000e+002	1.024894e-009
6.070000000000000e+002	2.299456e-009
6.080000000000000e+002	1.484376e-009
6.090000000000000e+002	3.086761e-008
6.100000000000000e+002	4.228194e-009
6.110000000000000e+002	1.548943e-009
6.120000000000000e+002	4.205767e-008
6.130000000000000e+002	1.191203e-009
6.140000000000000e+002	2.751337e-009
6.150000000000000e+002	3.756306e-009
6.160000000000000e+002	3.679851e-009
6.170000000000000e+002	2.822728e-009
6.180000000000000e+002	2.791983e-009
6.190000000000000e+002	4.145398e-008
6.200000000000000e+002	1.808384e-009
6.210000000000000e+002	1.603199e-009
6.220000000000000e+002	8.412000e-009
6.230000000000000e+002	1.899351e-008
6.240000000000000e+002	3.138635e-009
6.250000000000000e+002	1.063419e-009
6.260000000000000e+002	8.125990e-010
6.270000000000000e+002	4.764838e-009
6.280000000000000e+002	1.101705e-009
6.290000000000000e+002	4.564153e-008
6.300000000000000e+002	1.562965e-008
6.310000000000000e+002	1.188095e-008
6.320000000000000e+002	3.980045e-009
6.330000000000000e+002	6.518384e-010
6.340000000000000e+002	8.550668e-010
6.350000000000000e+002	5.458860e-008
6.360000000000000e+002	2.326703e-009
6.370000000000000e+002	4.651001e-009
6.380000000000000e+002	6.548164e-010
6.390000000000000e+002	5.847502e-010
6.400000000000000e+002	2.452051e-009
6.410000000000000e+002	3.498032e-009
6.420000000000000e+002	1.687069e-008
6.430000000000000e+002	3.101734e-009
6.440000000000000e+002	3.543030e-009
6.450000000000000e+002	3.525649e-010
6.460000000000000e+002	9.134885e-009
6.470000000000000e+002	3.391400e-009
6.480000000000000e+002	3.083108e-009
6.490000000000000e+002	1.132745e-008
6.500000000000000e+002	7.574530e-010
6.510000000000000e+002	1.117301e-009
6.520000000000000e+002	1.211363e-008
6.530000000000000e+002	5.958753e-010
6.540000000000000e+002	1.440504e-009
6.550000000000000e+002	1.898624e-008
6.560000000000000e+002	2.880024e-009
6.570000000000000e+002	1.303436e-009
6.580000000000000e+002	1.995880e-009
6.590000000000000e+002	1.015377e-009
6.600000000000000e+002	8.758366e-010
6.610000000000000e+002	1.116735e-009
6.620000000000000e+002	1.566595e-009
6.630000000000000e+002	6.985923e-009
6.640000000000000e+002	1.260949e-009
6.650000000000000e+002	9.929054e-010
6.660000000000000e+002	1.881939e-008
6.670000000000000e+002	5.305489e-009
6.680000000000000e+002	1.572311e-009
6.690000000000000e+002	9.513819e-009
6.700000000000000e+002	2.502733e-009
6.710000000000000e+002	4.008857e-009
6.720000000000000e+002	1.370241e-009
6.730000000000000e+002	2.386259e-009
6.740000000000000e+002	6.568485e-009
6.750000000000000e+002	1.316485e-008
6.760000000000000e+002	8.578840e-010
6.770000000000000e+002	1.242660e-008
6.780000000000000e+002	4.374221e-009
6.790000000000000e+002	5.622282e-009
6.800000000000000e+002	5.782339e-009
6.810000000000000e+002	2.325975e-009
6.820000000000000e+002	6.645322e-010
6.830000000000000e+002	1.322177e-009
6.840000000000000e+002	1.055674e-009
6.850000000000000e+002	2.332955e-009
6.860000000000000e+002	1.290696e-008
6.870000000000000e+002	7.897430e-009
6.880000000000000e+002	1.168972e-008
6.890000000000000e+002	6.985805e-009
6.900000000000000e+002	4.552503e-009
6.910000000000000e+002	1.220406e-009
6.920000000000000e+002	3.218856e-009
6.930000000000000e+002	1.644488e-009
6.940000000000000e+002	1.415155e-009
6.950000000000000e+002	1.108790e-008
6.960000000000000e+002	1.757814e-008
6.970000000000000e+002	1.488020e-009
6.980000000000000e+002	2.210572e-008
6.990000000000000e+002	1.768402e-008
7.000000000000000e+002	2.300029e-009
7.010000000000000e+002	4.803496e-010
7.020000000000000e+002	1.035897e-009
7.030000000000000e+002	2.484840e-008
7.040000000000000e+002	2.525797e-009
7.050000000000000e+002	1.158996e-009
7.060000000000000e+002	2.566959e-008
7.070000000000000e+002	5.623823e-010
7.080000000000000e+002	5.807055e-009
7.090000000000000e+002	7.014439e-010
7.100000000000000e+002	4.408755e-010
7.110000000000000e+002	4.404290e-009
7.120000000000000e+002	6.582656e-009
7.130000000000000e+002	5.906061e-010
7.140000000000000e+002	4.534305e-009
7.150000000000000e+002	1.145695e-008
7.160000000000000e+002	1.268665e-008
7.170000000000000e+002	1.507789e-009
7.180000000000000e+002	1.181098e-009
7.190000000000000e+002	1.451300e-009
7.200000000000000e+002	7.273726e-009
7.210000000000000e+002	2.876044e-008
7.220000000000000e+002	1.165638e-008
7.230000000000000e+002	7.401143e-009
7.240000000000000e+002	1.731480e-008
7.250000000000000e+002	5.809467e-009
7.260000000000000e+002	3.337144e-009
7.270000000000000e+002	1.625571e-009
7.280000000000000e+002	1.665215e-009
7.290000000000000e+002	1.788301e-009
7.300000000000000e+002	3.888840e-010
7.310000000000000e+002	2.929772e-010
7.320000000000000e+002	1.481500e-009
7.330000000000000e+002	2.339533e-009
7.340000000000000e+002	1.993791e-009
